Title,Content,newsType,time
Govt buys 35m more AstraZeneca doses,"The government is going on a Covid-19 vaccine shopping spree, having just agreed to buy an additional 35 million doses from University of Oxford/AstraZeneca as part of its plan to provide half the country's population with free jabs.",GENERAL,6 Jan 2021
No new rules for arrivals from the UK,"The Foreign Ministry says no restrictions have been imposed against travelling to Thailand from the UK due to the new variant of the coronavirus, as Thailand's strict Covid-19 screening measures requiring all inbound travellers to be quarantined for 14 days remain effective.",GENERAL,6 Jan 2021
New Covid relief for 40m Thais,The government is to take extra measures to help more than 40 million people affected by the latest Covid-19 outbreak.,GENERAL,6 Jan 2021
S Koreans nabbed for illegally working,"PHUKET: Four South Korean men have been arrested for working illegally in Thailand, with one of them also wanted by Interpol for posting obscene pictures of children on the internet.",GENERAL,6 Jan 2021
PM orders crackdown on gambling dens,"Prime Minister Prayut Chan-o-cha on Tuesday set up a panel to probe gambling dens, admitting they existed in several provinces.",GENERAL,6 Jan 2021
Phra That Phanom festival postponed,"NAKHON PHANOM: The annual festival of Phra That Phanom, a highly-revered pagoda at Wat Phra That Phanom Woramahawihan beside the Mekong river, has been postponed because of the new wave of Covid-19.",GENERAL,6 Jan 2021
Another Covid-19 case in Chiang Mai,CHIANG MAI: Another case of Covid-19 has been found in this northern province - a male employee of a music cafe visited by a 25-year-old woman who has tested positive for the virus.,GENERAL,6 Jan 2021
Flooding in Narathiwat after heavy rain,NARATHIWAT: Flooding is reported in many parts of this southernmost border province after three days of heavy rain.,GENERAL,6 Jan 2021
Qualified hope,"The arrival of a Covid-19 vaccine would not mean an immediate end to virus prevention protocols the public has been told to abide by, head of disease control says.",GENERAL,6 Jan 2021
BMA threat to shut rebel restaurants,The Bangkok Metropolitan Administration has threatened to close restaurants that fail to comply with Covid-19 restrictions for 14 days.,GENERAL,6 Jan 2021
Govt buys 35m more AstraZeneca doses,"The government is going on a Covid-19 vaccine shopping spree, having just agreed to buy an additional 35 million doses from University of Oxford/AstraZeneca as part of its plan to provide half the country's population with free jabs.",GENERAL,6 Jan 2021
No new rules for arrivals from the UK,"The Foreign Ministry says no restrictions have been imposed against travelling to Thailand from the UK due to the new variant of the coronavirus, as Thailand's strict Covid-19 screening measures requiring all inbound travellers to be quarantined for 14 days remain effective.",GENERAL,6 Jan 2021
New Covid relief for 40m Thais,The government is to take extra measures to help more than 40 million people affected by the latest Covid-19 outbreak.,GENERAL,6 Jan 2021
S Koreans nabbed for illegally working,"PHUKET: Four South Korean men have been arrested for working illegally in Thailand, with one of them also wanted by Interpol for posting obscene pictures of children on the internet.",GENERAL,6 Jan 2021
PM orders crackdown on gambling dens,"Prime Minister Prayut Chan-o-cha on Tuesday set up a panel to probe gambling dens, admitting they existed in several provinces.",GENERAL,6 Jan 2021
Patient 'sorry' for socialising,A woman in Chiang Mai who tested positive for Covid-19 after visiting several entertainment venues there took to Facebook yesterday to offer a public apology. The 25-year-old woman tested positive for Covid-19 on Monday and was quarantined.,GENERAL,6 Jan 2021
"10,000-plus schools shut until Jan 31","More than 10,000 public and private schools in the 28 provinces hit hardest by the resurgence of the coronavirus outbreak have been ordered by the ministry to close until Jan 31 and switch to online learning.",GENERAL,6 Jan 2021
Locals up in arms over field hospital plan,"RATCHABURI: About 20 people, led by a Palang Pracharath MP, turned up at the City Office yesterday, to oppose a proposed field hospital for Covid-19 patients at a military camp in Muang district.",GENERAL,6 Jan 2021
"10,000-plus schools shut until Jan 31","More than 10,000 public and private schools in the 28 provinces hit hardest by the resurgence of coronavirus outbreak have been ordered by the ministry to close until Jan 31 and switch to online learning.",GENERAL,5 Jan 2021
35m more shots to be bought in 2021,"The cabinet approves plans to buy 35m more doses of Covid-19 vaccines, adding to 28m to be shipped in the first half, as part of its plan to inoculate at least half of population.",GENERAL,5 Jan 2021
Almost 400 killed during holiday travel,"Almost 400 died in about 3,300 road accidents nationwide during the seven-day New Year road safety campaign this year, up 5% from the same period last year.",GENERAL,5 Jan 2021
"Koreans arrested in Phuket, one accused of child porn","PHUKET: Four South Korean men have been arrested for working illegally, with one of them also wanted by Interpol for posting obscene pictures of children on the internet, immigration police said on Tuesday.",GENERAL,5 Jan 2021
Elusive gamblers proving major headache in fight to stop Covid-19,"Health officials have been able to restrict the movement of Covid-infected migrant workers in Samut Sakhon, but it is much harder tracking down infected gamblers.",GENERAL,5 Jan 2021
Covid field hospital plan alarms some Ratchaburi residents,"RATCHABURI: About 20 people, led by a Palang Pracharath MP, turned up at the City Office on Tuesday, voicing strong opposition to a proposed field hospital for Covid-19 patients at a military camp in Muang district.",GENERAL,5 Jan 2021
Cold spell kills tonnes of fish,NAKHON PHANOM: The current cold spell in upper Thailand has killed at least 10 tonnes of fish being raised in baskets in Tha Uthen distict.,GENERAL,5 Jan 2021
Patient 'sorry' for socialising,A woman in Chiang Mai who tested positive for Covid-19 after visiting several entertainment venues there took to Facebook yesterday to offer a public apology. The 25-year-old woman tested positive for Covid-19 on Monday and was quarantined.,GENERAL,6 Jan 2021
"10,000-plus schools shut until Jan 31","More than 10,000 public and private schools in the 28 provinces hit hardest by the resurgence of the coronavirus outbreak have been ordered by the ministry to close until Jan 31 and switch to online learning.",GENERAL,6 Jan 2021
Locals up in arms over field hospital plan,"RATCHABURI: About 20 people, led by a Palang Pracharath MP, turned up at the City Office yesterday, to oppose a proposed field hospital for Covid-19 patients at a military camp in Muang district.",GENERAL,6 Jan 2021
"10,000-plus schools shut until Jan 31","More than 10,000 public and private schools in the 28 provinces hit hardest by the resurgence of coronavirus outbreak have been ordered by the ministry to close until Jan 31 and switch to online learning.",GENERAL,5 Jan 2021
35m more shots to be bought in 2021,"The cabinet approves plans to buy 35m more doses of Covid-19 vaccines, adding to 28m to be shipped in the first half, as part of its plan to inoculate at least half of population.",GENERAL,5 Jan 2021
Almost 400 killed during holiday travel,"Almost 400 died in about 3,300 road accidents nationwide during the seven-day New Year road safety campaign this year, up 5% from the same period last year.",GENERAL,5 Jan 2021
"Koreans arrested in Phuket, one accused of child porn","PHUKET: Four South Korean men have been arrested for working illegally, with one of them also wanted by Interpol for posting obscene pictures of children on the internet, immigration police said on Tuesday.",GENERAL,5 Jan 2021
Elusive gamblers proving major headache in fight to stop Covid-19,"Health officials have been able to restrict the movement of Covid-infected migrant workers in Samut Sakhon, but it is much harder tracking down infected gamblers.",GENERAL,5 Jan 2021
Covid field hospital plan alarms some Ratchaburi residents,"RATCHABURI: About 20 people, led by a Palang Pracharath MP, turned up at the City Office on Tuesday, voicing strong opposition to a proposed field hospital for Covid-19 patients at a military camp in Muang district.",GENERAL,5 Jan 2021
Cold spell kills tonnes of fish,NAKHON PHANOM: The current cold spell in upper Thailand has killed at least 10 tonnes of fish being raised in baskets in Tha Uthen distict.,GENERAL,5 Jan 2021
Prayut rejects proposal to seal off 5 provinces,"The deputy public health minister proposed completely sealing off five provinces, but the prime minister has rejected the idea.",GENERAL,5 Jan 2021
"527 new Covid cases Tuesday, mostly migrant workers","Thailand records 527 new cases of coronavirus; all but six are local transmissions, and 439 are migrant workers. Total cases now 8,966; no new deaths.",GENERAL,5 Jan 2021
Two health checkpoints set up in Pattaya,"PATTAYA: Two checkpoints to screen travellers have been set up in Pattaya to help stop the Covid-19 pandemic, Bang Lamung district chief Amnaj Charoensri said on Tuesday.",GENERAL,5 Jan 2021
Covid case halts Chiang Mai Red Cross fair,"CHIANG MAI: The provincial communicable disease committee has ordered an early end to the annual Red Cross and Winter Fair, which had planned to close on Jan 10, after another case of Covid-19 infection was detected.",GENERAL,5 Jan 2021
Prawit: No gambling dens in Bangkok,"Deputy Prime Minister Prawit Wongsuwon says he doubts there are any illegal gambling dens in Bangkok, despite warnings by a senior health official that such premises pose a serious coronavirus threat.",GENERAL,5 Jan 2021
"Compensation scheme kicks in for 100,000+ cast out of jobs","More than 100,000 employees have lost their jobs or been suspended from work as a result of the closure of more than 6,000 businesses in 28 red-zone provinces in the wake of the new outbreak of Covid-19.",GENERAL,5 Jan 2021
Thais fear luck has run out,"People who were buying food at a supermarket in Klong Toey district, one of the areas worst hit in Bangkok by the fresh wave of Covid-19 infections, have expressed mixed feelings about the government's response this time around, insisting they are ready to tackle the problem themselves if needs be.",GENERAL,5 Jan 2021
More rules for illegal migrant amnesty,"Illegal migrant workers from Cambodia, Laos and Myanmar will be allowed to legally work and reside in Thailand for two years along with their accompanying children, as part of the government's latest bid to monitor the spread of Covid-19 among migrant labourers.",GENERAL,5 Jan 2021
35m more doses coming,"The government is seeking to buy another 35 million Covid-19 vaccine doses, taking its total order to 63 million, Prime Minister Prayut Chan-o-cha said.",GENERAL,5 Jan 2021
2 infections reported by listed firms,Two people working for major companies have contracted Covid-19.,GENERAL,5 Jan 2021
Prayut rejects proposal to seal off 5 provinces,"The deputy public health minister proposed completely sealing off five provinces, but the prime minister has rejected the idea.",GENERAL,5 Jan 2021
"527 new Covid cases Tuesday, mostly migrant workers","Thailand records 527 new cases of coronavirus; all but six are local transmissions, and 439 are migrant workers. Total cases now 8,966; no new deaths.",GENERAL,5 Jan 2021
Two health checkpoints set up in Pattaya,"PATTAYA: Two checkpoints to screen travellers have been set up in Pattaya to help stop the Covid-19 pandemic, Bang Lamung district chief Amnaj Charoensri said on Tuesday.",GENERAL,5 Jan 2021
Covid case halts Chiang Mai Red Cross fair,"CHIANG MAI: The provincial communicable disease committee has ordered an early end to the annual Red Cross and Winter Fair, which had planned to close on Jan 10, after another case of Covid-19 infection was detected.",GENERAL,5 Jan 2021
Prawit: No gambling dens in Bangkok,"Deputy Prime Minister Prawit Wongsuwon says he doubts there are any illegal gambling dens in Bangkok, despite warnings by a senior health official that such premises pose a serious coronavirus threat.",GENERAL,5 Jan 2021
"Compensation scheme kicks in for 100,000+ cast out of jobs","More than 100,000 employees have lost their jobs or been suspended from work as a result of the closure of more than 6,000 businesses in 28 red-zone provinces in the wake of the new outbreak of Covid-19.",GENERAL,5 Jan 2021
Thais fear luck has run out,"People who were buying food at a supermarket in Klong Toey district, one of the areas worst hit in Bangkok by the fresh wave of Covid-19 infections, have expressed mixed feelings about the government's response this time around, insisting they are ready to tackle the problem themselves if needs be.",GENERAL,5 Jan 2021
More rules for illegal migrant amnesty,"Illegal migrant workers from Cambodia, Laos and Myanmar will be allowed to legally work and reside in Thailand for two years along with their accompanying children, as part of the government's latest bid to monitor the spread of Covid-19 among migrant labourers.",GENERAL,5 Jan 2021
35m more doses coming,"The government is seeking to buy another 35 million Covid-19 vaccine doses, taking its total order to 63 million, Prime Minister Prayut Chan-o-cha said.",GENERAL,5 Jan 2021
2 infections reported by listed firms,Two people working for major companies have contracted Covid-19.,GENERAL,5 Jan 2021
Governor faces police complaint,"Activist lawyer, Achariya Ruangrattanapong, filed a police complaint yesterday accusing the Kanchanaburi provincial governor and local police dereliction of duty by failing to clamp down on human trafficking from Myanmar.",GENERAL,5 Jan 2021
Prayut has last say on city dine-in services,"Prime Minister Prayut Chan-o-cha overruled City Hall on Monday to allow restaurants in Bangkok to provide dine-in services until 9pm, not 7pm as the Bangkok Metropolitan Administration had announced earlier.",GENERAL,5 Jan 2021
Koh Lan put under local lockdown,"Chon Buri: About 100 tourists were told to leave Koh Lan in Bang Lamung district, as the island was placed under a local lockdown from today until Jan 20.",GENERAL,5 Jan 2021
Provinces announce isolation rules,Several provincial governors have announced that people travelling from 28 red-zone provinces must be put into quarantine for 14 days.,GENERAL,5 Jan 2021
Security tight for attack anniversary,"NARATHIWAT: Security forces were on high alert yesterday at the army's Ratchanakharin camp, also known as Pileng camp, as Jan 4 marked the anniversary of a separatist attack on the facility in 2004.",GENERAL,5 Jan 2021
"PM overrules BMA, allows dining-in until 9pm at city restaurants","The PM steps in, allowing table service at Bangkok eateries until 9pm, after City Hall earlier announced dining-in would be allowed only from 6am-7pm - but still no alcohol.",GENERAL,4 Jan 2021
"Koh Lan lockdown, tourists evicted","PATTAYA: About 100 tourists were evicted from Koh Lan on Monday, as the island was placed under lockdown from Tuesday to Jan 20.",GENERAL,4 Jan 2021
"Day 6: 40 deaths, 333 injuries","The New Year road death toll fell 28.6% year-on-year to 40 on Sunday, but the cumulative number over the past six days was still 9.1% higher than last year’s levels.",GENERAL,4 Jan 2021
"South warned of downpours, sudden floods","Storm and flash flood warnings have been issued for southern provinces through to Friday, with heavy rain forecast along the Gulf of Thailand coast.",GENERAL,4 Jan 2021
Security tight at Pileng camp on anniversary of insurgent attack,"NARATHIWAT: Security was tight at the army's Ratchanakharin camp, known as Pileng camp, on Monday, the anniversary of the unprecedented attack by Muslim insurgents on Jan 4, 2004, which marked the resurgence of the separatist movement in the far South.",GENERAL,4 Jan 2021
Governor faces police complaint,"Activist lawyer, Achariya Ruangrattanapong, filed a police complaint yesterday accusing the Kanchanaburi provincial governor and local police dereliction of duty by failing to clamp down on human trafficking from Myanmar.",GENERAL,5 Jan 2021
Prayut has last say on city dine-in services,"Prime Minister Prayut Chan-o-cha overruled City Hall on Monday to allow restaurants in Bangkok to provide dine-in services until 9pm, not 7pm as the Bangkok Metropolitan Administration had announced earlier.",GENERAL,5 Jan 2021
Koh Lan put under local lockdown,"Chon Buri: About 100 tourists were told to leave Koh Lan in Bang Lamung district, as the island was placed under a local lockdown from today until Jan 20.",GENERAL,5 Jan 2021
Provinces announce isolation rules,Several provincial governors have announced that people travelling from 28 red-zone provinces must be put into quarantine for 14 days.,GENERAL,5 Jan 2021
Security tight for attack anniversary,"NARATHIWAT: Security forces were on high alert yesterday at the army's Ratchanakharin camp, also known as Pileng camp, as Jan 4 marked the anniversary of a separatist attack on the facility in 2004.",GENERAL,5 Jan 2021
"PM overrules BMA, allows dining-in until 9pm at city restaurants","The PM steps in, allowing table service at Bangkok eateries until 9pm, after City Hall earlier announced dining-in would be allowed only from 6am-7pm - but still no alcohol.",GENERAL,4 Jan 2021
"Koh Lan lockdown, tourists evicted","PATTAYA: About 100 tourists were evicted from Koh Lan on Monday, as the island was placed under lockdown from Tuesday to Jan 20.",GENERAL,4 Jan 2021
"Day 6: 40 deaths, 333 injuries","The New Year road death toll fell 28.6% year-on-year to 40 on Sunday, but the cumulative number over the past six days was still 9.1% higher than last year’s levels.",GENERAL,4 Jan 2021
"South warned of downpours, sudden floods","Storm and flash flood warnings have been issued for southern provinces through to Friday, with heavy rain forecast along the Gulf of Thailand coast.",GENERAL,4 Jan 2021
Security tight at Pileng camp on anniversary of insurgent attack,"NARATHIWAT: Security was tight at the army's Ratchanakharin camp, known as Pileng camp, on Monday, the anniversary of the unprecedented attack by Muslim insurgents on Jan 4, 2004, which marked the resurgence of the separatist movement in the far South.",GENERAL,4 Jan 2021
Thailand to get 2 million shots of China’s Sinovac,"First lot of two million Covid-19 vaccine doses from China’s Sinovac Biotech Ltd to arrive next month, boosting chances for 50% vaccination target by end 2021.",GENERAL,4 Jan 2021
Thailand logs record 745 Covid cases Monday,"Thailand on Monday logs 745 new coronavirus cases, 709 of them local transmissions, for total of 8,439; death of Bangkok man, 56, raises toll to 65.",GENERAL,4 Jan 2021
Korat quarantining travellers from 'red zones',"NAKHON RATCHASIMA: Travellers from provinces declared maximum control ""red zones"" are now required to enter quarantine for 14 days on arriving in this northeastern province.",GENERAL,4 Jan 2021
Fire razes 13 houses in Kanchanaburi,KANCHANABURI: A fire destroyed 13 house in a community near a market in the heart of Kanchanaburi town early on Monday morning.,GENERAL,4 Jan 2021
Unis move online to limit contact,"The Ministry of Higher Education, Science, Research and Innovation has suspended all on-campus teaching and learning activities at public and private universities in high-risk areas as a preventative measure amid the rise in Covid-19 cases.",GENERAL,4 Jan 2021
British visitors to be barred from entry,The Ministry of Public Health will ask the Centre for Covid-19 Situation Administration to defer the entry of British visitors to the country.,GENERAL,4 Jan 2021
School bid to raise funds for museum,NARATHIWAT: The manager of Smanmit Witthaya School in Yi-ngo district in this southernmost border province has asked members of the public and those who love museum hopping to donate money to help finish construction of a Museum of Islamic Cutural Heritage and Al-Quran Learning Centre.,GENERAL,4 Jan 2021
Covid-19 jobless can apply for benefits,Insured employees who are left unemployed as a result of the Covid-19 pandemic can apply to receive unemployment benefits from the Social Security Office (SSO) from Monday.,GENERAL,4 Jan 2021
Covid hinders education again,"A return to online learning, forced by recent coronavirus case spikes in several provinces, is detrimental for both teachers and students.",GENERAL,4 Jan 2021
"Road deaths, accidents up despite Covid curbs",Figures released yesterday showed there were more accidents over the holiday period this year than last despite Covid-19-related travel and celebration restrictions.,GENERAL,4 Jan 2021
Thailand to get 2 million shots of China’s Sinovac,"First lot of two million Covid-19 vaccine doses from China’s Sinovac Biotech Ltd to arrive next month, boosting chances for 50% vaccination target by end 2021.",GENERAL,4 Jan 2021
Thailand logs record 745 Covid cases Monday,"Thailand on Monday logs 745 new coronavirus cases, 709 of them local transmissions, for total of 8,439; death of Bangkok man, 56, raises toll to 65.",GENERAL,4 Jan 2021
Korat quarantining travellers from 'red zones',"NAKHON RATCHASIMA: Travellers from provinces declared maximum control ""red zones"" are now required to enter quarantine for 14 days on arriving in this northeastern province.",GENERAL,4 Jan 2021
Fire razes 13 houses in Kanchanaburi,KANCHANABURI: A fire destroyed 13 house in a community near a market in the heart of Kanchanaburi town early on Monday morning.,GENERAL,4 Jan 2021
Unis move online to limit contact,"The Ministry of Higher Education, Science, Research and Innovation has suspended all on-campus teaching and learning activities at public and private universities in high-risk areas as a preventative measure amid the rise in Covid-19 cases.",GENERAL,4 Jan 2021
British visitors to be barred from entry,The Ministry of Public Health will ask the Centre for Covid-19 Situation Administration to defer the entry of British visitors to the country.,GENERAL,4 Jan 2021
School bid to raise funds for museum,NARATHIWAT: The manager of Smanmit Witthaya School in Yi-ngo district in this southernmost border province has asked members of the public and those who love museum hopping to donate money to help finish construction of a Museum of Islamic Cutural Heritage and Al-Quran Learning Centre.,GENERAL,4 Jan 2021
Covid-19 jobless can apply for benefits,Insured employees who are left unemployed as a result of the Covid-19 pandemic can apply to receive unemployment benefits from the Social Security Office (SSO) from Monday.,GENERAL,4 Jan 2021
Covid hinders education again,"A return to online learning, forced by recent coronavirus case spikes in several provinces, is detrimental for both teachers and students.",GENERAL,4 Jan 2021
"Road deaths, accidents up despite Covid curbs",Figures released yesterday showed there were more accidents over the holiday period this year than last despite Covid-19-related travel and celebration restrictions.,GENERAL,4 Jan 2021
Thailand to get 2 million shots of China’s Sinovac,"First lot of two million Covid-19 vaccine doses from China’s Sinovac Biotech Ltd to arrive next month, boosting chances for 50% vaccination target by end 2021.",GENERAL,4 Jan 2021
Thailand logs record 745 Covid cases Monday,"Thailand on Monday logs 745 new coronavirus cases, 709 of them local transmissions, for total of 8,439; death of Bangkok man, 56, raises toll to 65.",GENERAL,4 Jan 2021
Korat quarantining travellers from 'red zones',"NAKHON RATCHASIMA: Travellers from provinces declared maximum control ""red zones"" are now required to enter quarantine for 14 days on arriving in this northeastern province.",GENERAL,4 Jan 2021
Fire razes 13 houses in Kanchanaburi,KANCHANABURI: A fire destroyed 13 house in a community near a market in the heart of Kanchanaburi town early on Monday morning.,GENERAL,4 Jan 2021
Unis move online to limit contact,"The Ministry of Higher Education, Science, Research and Innovation has suspended all on-campus teaching and learning activities at public and private universities in high-risk areas as a preventative measure amid the rise in Covid-19 cases.",GENERAL,4 Jan 2021
British visitors to be barred from entry,The Ministry of Public Health will ask the Centre for Covid-19 Situation Administration to defer the entry of British visitors to the country.,GENERAL,4 Jan 2021
School bid to raise funds for museum,NARATHIWAT: The manager of Smanmit Witthaya School in Yi-ngo district in this southernmost border province has asked members of the public and those who love museum hopping to donate money to help finish construction of a Museum of Islamic Cutural Heritage and Al-Quran Learning Centre.,GENERAL,4 Jan 2021
Covid-19 jobless can apply for benefits,Insured employees who are left unemployed as a result of the Covid-19 pandemic can apply to receive unemployment benefits from the Social Security Office (SSO) from Monday.,GENERAL,4 Jan 2021
Covid hinders education again,"A return to online learning, forced by recent coronavirus case spikes in several provinces, is detrimental for both teachers and students.",GENERAL,4 Jan 2021
"Road deaths, accidents up despite Covid curbs",Figures released yesterday showed there were more accidents over the holiday period this year than last despite Covid-19-related travel and celebration restrictions.,GENERAL,4 Jan 2021
Govt unveils new curbs,Prime Minister Prayut Chan-o-cha has issued a set of new restrictions taking effect on Monday in the wake of a new surge of the coronavirus.,GENERAL,4 Jan 2021
Focusing on the bright side,"Vichai Chaimongkol had only been promoted as the Office of the Narcotics Control Board's secretary-general for three months when he held a news conference to announce what was thought to be Thailand's largest ketamine bust, only to find out later that the haul was mostly trisodium phosphate.",GENERAL,4 Jan 2021
Police impound 7m 'ya ba' pills,"NARCOTICS: Security forces patrolling the northern border have impounded seven million ""ya ba"" pills since last Tuesday.",GENERAL,4 Jan 2021
Another 541 virus cases found in Samut Sakhon,"Samut Sakhon reports 541 more confirmed Covid-19 cases on Sunday afternoon, most migrant workers, after 55 in the province were logged earlier in the national update.",GENERAL,3 Jan 2021
All schools in Phitsanulok to close Jan 4-8,"PHITSANULOK: All educational institutes in this province have been ordered to close from Jan 4-8 to stem the Covid-19 spread, although no new infections have been reported.",GENERAL,3 Jan 2021
Woman detained for causing forest fire,KANCHANABURI: A woman was arrested on Saturday for setting a fire that burned down part of a forest in the Khao Laem National Park in Sangkhla Buri district.,GENERAL,3 Jan 2021
"Day 5: 49 deaths, 379 injuries","Forty-nine people were killed and 379 injured in road accidents on Saturday, bringing the total over the past five days of a road safety campaign to 316 deaths and 2,741 injuries.",GENERAL,3 Jan 2021
315 new Covid-19 cases recorded Sunday,"Thailand on Sunday confirms 315 new coronavirus cases for total of 7,694, including 19 in Bangkok and 20 migrant workers, but no national lockdown planned; no new deaths.",GENERAL,3 Jan 2021
5 new Covid infections in one family in Ratchaburi,"RATCHABURI: Five new Covid-19 infections, all from the same family, have been registered in this lower Central province, governor Ronnapop Luangpairote announced on Saturday.",GENERAL,3 Jan 2021
Crackdown in virus 'red zones',"The Centre for Covid-19 Situation Administration has declared stricter measures for 28 ""red zone"" provinces amid rising cases of the Covid-19 across the country.",GENERAL,3 Jan 2021
Govt unveils new curbs,Prime Minister Prayut Chan-o-cha has issued a set of new restrictions taking effect on Monday in the wake of a new surge of the coronavirus.,GENERAL,4 Jan 2021
Focusing on the bright side,"Vichai Chaimongkol had only been promoted as the Office of the Narcotics Control Board's secretary-general for three months when he held a news conference to announce what was thought to be Thailand's largest ketamine bust, only to find out later that the haul was mostly trisodium phosphate.",GENERAL,4 Jan 2021
Police impound 7m 'ya ba' pills,"NARCOTICS: Security forces patrolling the northern border have impounded seven million ""ya ba"" pills since last Tuesday.",GENERAL,4 Jan 2021
Another 541 virus cases found in Samut Sakhon,"Samut Sakhon reports 541 more confirmed Covid-19 cases on Sunday afternoon, most migrant workers, after 55 in the province were logged earlier in the national update.",GENERAL,3 Jan 2021
All schools in Phitsanulok to close Jan 4-8,"PHITSANULOK: All educational institutes in this province have been ordered to close from Jan 4-8 to stem the Covid-19 spread, although no new infections have been reported.",GENERAL,3 Jan 2021
Woman detained for causing forest fire,KANCHANABURI: A woman was arrested on Saturday for setting a fire that burned down part of a forest in the Khao Laem National Park in Sangkhla Buri district.,GENERAL,3 Jan 2021
"Day 5: 49 deaths, 379 injuries","Forty-nine people were killed and 379 injured in road accidents on Saturday, bringing the total over the past five days of a road safety campaign to 316 deaths and 2,741 injuries.",GENERAL,3 Jan 2021
315 new Covid-19 cases recorded Sunday,"Thailand on Sunday confirms 315 new coronavirus cases for total of 7,694, including 19 in Bangkok and 20 migrant workers, but no national lockdown planned; no new deaths.",GENERAL,3 Jan 2021
5 new Covid infections in one family in Ratchaburi,"RATCHABURI: Five new Covid-19 infections, all from the same family, have been registered in this lower Central province, governor Ronnapop Luangpairote announced on Saturday.",GENERAL,3 Jan 2021
Crackdown in virus 'red zones',"The Centre for Covid-19 Situation Administration has declared stricter measures for 28 ""red zone"" provinces amid rising cases of the Covid-19 across the country.",GENERAL,3 Jan 2021
Hospital launches high-tech robot 'surgeon',"Rajavithi Hospital in Bangkok has introduced a high-tech surgical robot to assist medical teams with a promise of better accuracy, and a safer and shorter hospital stay for patients.",GENERAL,3 Jan 2021
Lockdown called for 3 provinces,"The Ministry of Public Health will ask the Centre for Covid-19 Situation Administration to impose lockdown restrictions on Rayong, Chon Buri and Chanthaburi to stop the surge of Covid-19 infections.",GENERAL,3 Jan 2021
Labour rows fall over past 3 months: Govt,"The kingdom has seen a reduction in labour disputes between employers and workers during the past three months, according to Labour Minister Suchart Chomklin.",GENERAL,3 Jan 2021
Restaurants fight sit-in meal ban proposal,The Thai Restaurants Association has fiercely opposed the Bangkok Metropolitan Administration (BMA)'s proposal to limit eateries to selling only takeaway orders and ban sit-in meals to prevent spreading Covid-19.,GENERAL,3 Jan 2021
Heavy traffic in Korat as travellers head back to Bangkok,NAKHON RATCHASIMA: Traffic on Mittraphab Road was congested on Saturday as New Year revellers were returning to Bangkok after the long New Year holiday.,GENERAL,2 Jan 2021
Court approves bail for 14 Wevo activists,"The Dusit District Court on Saturday approved bail for 14 guards of We Volunteer (WeVo), a group of guards of the anti-government Ratsadon protests, after they were held for violating the assembling ban on Thursday.",GENERAL,2 Jan 2021
"Day 4: 80 deaths, 709 injuries","Eighty people were killed and 709 injured in road accidents nationwide on Friday, bringing the total over the past four days of a road safety campaign to 267 deaths and 2,362 injuries.",GENERAL,2 Jan 2021
"One more Covid-19 death, 216 new cases","One more death linked to Covid-19 and 216 new cases were reported on Saturday, bringing the total to 7,379 cases and 64 fatalities.",GENERAL,2 Jan 2021
City Hall closes 25 types of businesses,"City Hall announces closures of 25 types of businesses, including entertainment places but not eateries, effective on Jan 2, to contain the spread of re-emerging Covid-19.",GENERAL,2 Jan 2021
Cops launch virus-link probe at 2 more casinos,The National police chief has ordered an investigation into reports that two gambling dens in Chanthaburi province were sources of Covid-19 infections.,GENERAL,2 Jan 2021
Hospital launches high-tech robot 'surgeon',"Rajavithi Hospital in Bangkok has introduced a high-tech surgical robot to assist medical teams with a promise of better accuracy, and a safer and shorter hospital stay for patients.",GENERAL,3 Jan 2021
Lockdown called for 3 provinces,"The Ministry of Public Health will ask the Centre for Covid-19 Situation Administration to impose lockdown restrictions on Rayong, Chon Buri and Chanthaburi to stop the surge of Covid-19 infections.",GENERAL,3 Jan 2021
Labour rows fall over past 3 months: Govt,"The kingdom has seen a reduction in labour disputes between employers and workers during the past three months, according to Labour Minister Suchart Chomklin.",GENERAL,3 Jan 2021
Restaurants fight sit-in meal ban proposal,The Thai Restaurants Association has fiercely opposed the Bangkok Metropolitan Administration (BMA)'s proposal to limit eateries to selling only takeaway orders and ban sit-in meals to prevent spreading Covid-19.,GENERAL,3 Jan 2021
Heavy traffic in Korat as travellers head back to Bangkok,NAKHON RATCHASIMA: Traffic on Mittraphab Road was congested on Saturday as New Year revellers were returning to Bangkok after the long New Year holiday.,GENERAL,2 Jan 2021
Court approves bail for 14 Wevo activists,"The Dusit District Court on Saturday approved bail for 14 guards of We Volunteer (WeVo), a group of guards of the anti-government Ratsadon protests, after they were held for violating the assembling ban on Thursday.",GENERAL,2 Jan 2021
"Day 4: 80 deaths, 709 injuries","Eighty people were killed and 709 injured in road accidents nationwide on Friday, bringing the total over the past four days of a road safety campaign to 267 deaths and 2,362 injuries.",GENERAL,2 Jan 2021
"One more Covid-19 death, 216 new cases","One more death linked to Covid-19 and 216 new cases were reported on Saturday, bringing the total to 7,379 cases and 64 fatalities.",GENERAL,2 Jan 2021
City Hall closes 25 types of businesses,"City Hall announces closures of 25 types of businesses, including entertainment places but not eateries, effective on Jan 2, to contain the spread of re-emerging Covid-19.",GENERAL,2 Jan 2021
Cops launch virus-link probe at 2 more casinos,The National police chief has ordered an investigation into reports that two gambling dens in Chanthaburi province were sources of Covid-19 infections.,GENERAL,2 Jan 2021
